business_name,contact_page_url,main_public_phone,general_public_email
Okanagan Printing,https://okanaganprinting.com/contact-us/,250 546 3121,info@okanaganprinting.com
Okanagan Recreation Rentals,https://www.okanaganrecrentals.com/,250-549-3613,info@okanaganrecrentals.com
"Okanagan Regional Library, Enderby Branch",,(250) 838-6488,enderby@orl.bc.ca
Okanagan Respite and Senior Services,https://www.okanaganseniorservices.com/,(250) 938-0745,info@okanaganseniorservices.com
Okanagan Sage Wellness Group Therapy,https://oksagewellness.com/,778-475-0252,oksagewellness@gmail.com
Okanagan Shade & Shutter Ltd,https://okss.ca/,(250) 540-9656,info@okss.ca
Okanagan Skydive,https://www.okanaganskydive.com/contact.html,250-542-4487,info@okanaganskydive.com
Okanagan Spring Brewery,https://okspring.com/contact/,(250) 542-2337,info@okspring.com
Okanagan Tax & Business Services,https://oktax.ca/,(250) 545-5512,info@oktax.ca
Okanagan Valley College of Massage Therapy,https://www.ovcmt.com/,(250) 558-3718,info@ovcmt.com
Okanagan Valley Painting Services Ltd,,(250) 832-5995,ovps@xplornet.ca
OKGN Property and RV Maintenance,https://www.okgnproservices.ca/,,okgnproservices@outlook.com
OKIB Group of Companies,https://www.okibgc.ca/,(250) 545-4328,info@okibgc.ca
OKV Electrical Ltd,https://okvelectric.ca/,(250) 540-6894,admin@okvelectric.ca
Olameter Inc,https://www.olameter.com/contact,250-503-5469,recruiting@olameter.com
Olive Us Oil & Vinegar Tasting Room,https://oliveusoils.com/,(250) 260-2880,info@oliveusoils.com
On Point Construction And Forming Ltd.,https://opcf.ca/,250-307-7903,info@opcf.ca
One Step Foot Care Inc,https://onestepfootcare.com/,(250) 938-3668,info@onestepfootcare.com
"Oscar Barnes, Barrister & Solicitor",https://obarneslaw.com/contact-us,2507660660,reception@obarneslaw.com
Osprey Solutions,https://www.osprey.solutions/,(778) 910-0756,service@osprey.solutions
Outbackjacks Horse Rescue Thrift Store,https://www.adoptdont.shop/,250-438-0062,support@adoptdont.shop
Owl Painting Company,https://www.owlpaintingcompany.com/contact,778 994 2169,owlpaintingco@gmail.com
O’Connell Enterprises,,(250) 253-4823,joanne@oconnellenterprises.ca
Painted Ladies Vernon,https://www.paintedladiesvernon.com/,(250) 309-7922,paintedladiesvernon@gmail.com
Paradise Lodge,https://www.econolodgevernon.ca/,,econolodge.vernon@gmail.com
Paraglide Canada,https://www.paraglidecanada.com/,250-899-3683,info@paraglidecanada.com
Paramount Glass Solutions,https://paramountglasssolutions.ca/,250-838-7983,info@paramountglasssolutions.ca
Parhelia Massage Therapy Corporation,https://parheliamassagetherapy.janeapp.com/,250-814-7690,info@parheliamassage.com
Pawsome Walks Brigade Dog Walking,https://www.pawsomewalksbrigade.com/,(250) 540-7577,pawsomewalksbrigade@gmail.com
Peace Mediation Services,https://peacemediation.ca/,(778) 888-4119,julieannebond@hotmail.com
Peak Cellars & Garden Bistro,https://peakcellars.com/,250-766-9922,events@peakcellars.com
Peak Law Group LLP,https://www.peaklaw.ca/,(604) 210-8066,info@peaklaw.ca
Pelvià Physiotherapy,https://pelviaphysiotherapy.ca/contact/,778-475-4886,pelviaphysiotherapy@gmail.com
Perfect Line Painting,https://www.lacassepainting.com/,778-212-5190,lacassepainting@gmail.com
Petawatts Auto Marine RV LTD,https://petawatts.ca/,(778) 692-3024,info@petawatts.ca
PHOENIX Stretch Ceilings,https://www.phoenixstretchceilings.com/contact/,(250-212-9921,info@v6b.com
Phreeagent Creative,https://www.phreeagent.com/,(250) 307-3713,info@phreeagent.com
Pickleball Depot Ltd,https://www.pickleballdepot.ca/,(250) 550-5280,sales@pickleballdepot.ca
Piers Partners and Resources,https://pierspartners.ca/,2364263838,info@pierspartners.ca
Pilgrims Produce,https://pilgrimsproduce.com/contact-us,250 546 3669,pilgrimscsa@gmail.com
Pivot RX,https://pivotrx.ca/,2505032350,info@pivotrx.ca
Pizza Pizza,https://www.pizzapizza.ca/for-you/contact-us/,(236) 426-2027,feedback@pizzapizza.ca
Pleasant Valley Painters INC,https://www.pvpainters.ca/,(250) 550-8318,bookings@pvpainters.ca
Polson Park Motel,https://polsonparkmotel.ca/,+1-250-549-2231,polsonparkmotel@gmail.com
Powerhouse Theatre,https://powerhousetheatre.net/,250-549-7469,info@powerhousetheatre.net
Prairie Crane Inc,https://prairiecrane.com/contact/,(250) 253-6669,sales@prairiecrane.com
Premier Pool and Spa,https://www.premiumpoolandspa.ca/,(778) 475-5646,info@premiumpoolandspa.ca
Premier Rollshutter Manufacturing Inc,https://premierrollshutters.com/,1-877-289-3989,info@prmi.ca
Pretium Group,https://pretiumcapitalgroup.ca/,(250) 308-9562,info@pretiumcapitalgroup.ca
Prima Contracting Inc,https://www.primaeng.com/,604-557-6400,info@primaeng.com
Printer World International Inc,https://printerworld.com/,(250) 542-4000,info@printerworld.com
Progression Muscle Bone and Joint,https://www.progressionmbj.ca/,,reception@progressionmbj.ca
Project Plus Strategies Inc,,(867) 689-2227,jody@projectplusstrategies.com
Prospera Credit Union,https://www.prospera.ca/contact,(250) 550-7500,info@prospera.ca
Prt Coldstream,https://prt.com/contact/,250-545-0638,info@prt.com
Quality Roofing,https://okanaganqualityroofing.ca/,,nailedit@energyeconomics.ca
Rad Energy Electric Ltd,https://www.radenergyelectric.com/,250-306-4868,info@radenergyelectric.com
Rain Wellness,https://rainwellness.ca/,(778) 475-7246,info@rainwellness.com
Raising Stars Preschool Ltd,https://raisingstarspreschool.ca/,(250) 938-7264,info@raisingstarspreschool.ca
Rancho Vignola,https://www.ranchovignola.com/contact-us,250 546 3343,info@ranchovignola.com
Raven Hair Studio,https://www.ravenhairstudio.ca/,(250) 542-4219,ravenhairstudiovernon@gmail.com
RE/MAX Priscilla,https://okanaganhomes.com/,1-800-317-1118,info@okanaganhomes.com
Red Apple,https://www.redapplestores.com/,250 546 2928,info@redapplestores.com
Red Road Recovery Ltd,https://redroadrecovery.com/,(289) 221-1084,contact@redroadrecovery.com
Reico Construction,https://www.reicoconstruction.com/,(250) 540-2533,info@reicoconstruction.com
Relate Janitorial Services Inc,https://relatejanitorial.com/,(250) 540-4851,booking@relatejanitorial.com
Restoration Lands Inc,https://www.restorationlands.com/,1-800-208-3439,info@restorationlands.com
Revolution RV,,(250) 838-7861,revolutiontrailerservices@gmail.com
Rhythm Productions,https://rhythmproductions.ca/,250 938 2978,info@rhythmproductions.ca
RISE Gymnastics Academy,https://risegymacademy.com/,(250) 241-7473,info@risegymacademy.com
Riverfront Pub,https://www.theriverfrontpub.com/contact.html,(250) 503-6361,riverfrontpub@hotmail.com
Rivers Breeze Cottage Retreat,https://www.hipcamp.com/en-CA/land/british-columbia-rivers-breeze-cottage-retreat-y0zhmdn5?adults=1&children=0&arrive=2026-07-01&depart=2026-07-02&pinnedImageId=3680d84b-23e9-4fdb-b908-7eedd3f99e9c,(250) 803-1800,riversbreezeretreat@outlook.com
Riverside RV Park & Campground,https://enderbycamping.com/,250-838-0155,info@enderbycamping.com
Robot House Automation,https://www.robothouse.net/contact-us,(250) 545-4786,info@robothouse.net
Rockwell Audiology Inc,https://www.rockwellaudiology.ca/,(250) 545-2226,info@cshhpbc.org
Rocky Mountain Concrete,https://www.rockymountainconcrete.ca/,1-250-547-6644,sales@rockymountainconcrete.ca
Rogers Foods,https://rogersfoods.com/contact-us/,250 546 8744,sales@rogersfoods.com
Rogers John Lepage,https://thesteenkampteam.com/,250-503-3996,davidsteenkamp@royallepage.ca
Roko Service Ltd.,https://rokoservice.com/contact/,(250) 542-5344,support@rokoservice.com
Rooksby Residential,,,rooksbycontracting@gmail.com
Room Collection (The),https://theroomcollection.ca/,(250) 260-6161,info@theroomcollection.ca
Roots & Rascals Children's Boutique,https://rootsandrascalsboutique.ca/,(250) 463-3464,rrboutique11@outlook.com
Rose City Wellness,https://rosewellness-vernon.com/contact/,(778) 475-7888,info@rosewellness-vernon.com
Rotech Motor Ltd,https://www.flyrotax.com/dis/rotechmotor,(250) 260-6299,sales@rotechmotor.ca
Rowe Kelly,https://kellyrowemortgages.ca/,250-260-0329,krowe@lendingmax.ca
Royal Canadian Legion,,,rcl167bc@shaw.ca
Royal Canadian Legion Branch #35,https://www.armstronglegion.org/,250 546 8455,legion35meatdraw@gmail.com
Royal Candian Legion,https://legionbcyukon.ca/,1-250-547-2338,info@legionbcyukon.ca
Royal Garden,https://www.royalgardenvernon.ca/contact-us,250-545-7866,royalgardenvernon@gmail.com
Royalty Painting,https://www.royaltypaintingbc.com/,250 307 5803,royaltypainters@gmail.com
RSB Custom Cruisers,https://topcompanies.ca/,1-250-308-8578,support@topcompanies.ca
S & P Financial Services Inc,https://www.vernonchamber.ca/,250-546-0244,info@vernonchamber.ca
S P Seymour Ltd,https://www.spseymourplumbing.ca/,1-844-279-8561,spseymour1893@gmail.com
Saffron Touch Indian Cuisine,https://saffrontouch.ca/,250-545-6558,info@saffrontouch.ca
Sage Environmental Consulting Inc,https://sageenvironmental.ca/,(250) 307-7365,admin@sageenvironmental.ca
Sandman Hotel & Suites,https://www.sandmanhotels.com/about-us,,info@sandman.ca
Sarah Smith Media,https://www.sarahsmithmedia.ca/,(604) 902-2935,info@sarahsmithmedia.ca
SASCU (Salmon Arm),,(250) 832-8011,andrewvandokkumburg@sascu.com
SASCU (Shuswap Insurance),https://www.sascu.com/,(250) 838-7707,info@sascu.com
Satoca Bike,https://satocabike.com/,778-943-1487,info@satocabike.com
Saucies 27 Pizza,https://saucies27.com/,236-426-0995,orders@saucies27.com
Saunders Painting & Decorating,https://www.jsaundersdecorating.co.uk/,250-766-9379,j.saundersdecorating@gmail.com
Scenic Valley Stoneworks,https://www.svstoneworks.com/,(250) 542-1075,sales@svstoneworks.com
Scentodore,https://Scentodore.com,(236) 550-7456,info@scentodore.com
Sea Stars Kids Boutique,https://www.seastarskids.com/,778 442 1717,seastarskidsboutique@gmail.com
Select Roofing,https://www.selectroofers.ca/,250 308 8666,sales@selectroofers.ca
Self Care Is Sacred Integrated Health,https://selfcareissacred.com/,236-426-1188,selfcareissacred@gmail.com
Sentinel Storage,https://www.sentinel.ca/contact-us/,(250) 542-9912,reservations@sentinel.ca
Setanta Landscapes Ltd,https://setantalandscapes.ca/,(778) 223-6845,setantalandscapes@gmail.com
Sharina Zantingh Physiotherapy,https://www.szphysio.com/,250-307-6670,sharinaphysiotherapy@gmail.com
Shepherd's Outdoor Living Centre,https://www.shepherdshardware.ca/,250 546 3002,info@shepherdshardware.ca
Shikaze Chiropractic,https://www.shikazechiropractic.com/,(250) 542-7878,shikazechiropractic@gmail.com
Showcase,https://ca.shopatshowcase.com/pages/contact-us,250-545-1151,support@shopatshowcase.com
Silver Sage Stables,https://ca.placedigger.com/,,support@placedigger.com
Silver Springs Seniors Community,https://silverspringsvernon.ca/,(250) 545-3351,generalmanager@silverspringsvernon.ca
Silver Star Line Marking,https://silverstarlinemarking.ca/,(236) 599-8048,info@silverstarlinemarking.ca
Silver Star Motel,https://www.silverstarmotel.com/,250-545-0501,bookings@silverstarmotel.com
Silverhill Nursery,https://silverhillnursery.ca/,250-513-0833,info@silverhillnursery.ca
Silverrock Land Corp,https://www.silverrockcorp.com/contact,(250) 558-0999,admin@silverrockcorp.com
Skeena Specialty Grocers,https://skeenaspecialtygrocers.ca/,,info@skeenaspecialtygrocers.ca
SKG Cleaning Solutions,https://www.skg.net.au/,250-540-0769,info@skg.net.au
Skyride,https://www.skyride.ca/,250-260-6777,info@skyride.ca
Small Scale Meat Producers Association,https://www.smallscalemeat.ca/,,info@smallscalemeat.ca
Snap Fitness Vernon,https://www.snapfitness.com/us/contact-us,778-475-5668,inquiries@snapfitness.com
Snowcap Interior Food Services,https://snowcap.com/,250 546 8781,inquiries@snowcapinterior.com
Societe De Developement Economique De La Colombie-Britannique,https://www.sdecb.com/,(604) 732-3534,info@sdecb.com
Solar Roofing,https://www.solarroofingbc.com/,250-558-9366,info@solarroofingbc.com
Solutions Pest Control,https://pestsolutions.ca/,(250) 945-9877,office@pestsolutions.ca
Southward Medical Supplies,https://www.southwardmedicalsupplies.ca/,(250) 542-3334,info@southwardmedicalsupplies.ca
Sovereign Lake Nordic Club,https://sovereignlake.com/contact-us/,(250) 558-3036,admin@sovereignlake.com
Sparks on 6,https://sparkson6.ca/,1-250-547-6122,sparksonsix@gmail.com
Spartan Drycleaning / ATAR Services Inc,https://atarservices.com/contact,250-766-2374,info@atarservices.com
Sperlich Log Construction Inc,,(250) 838-7455,canadianpridelt@gmail.com
Spidex All Terrain Excavating,https://spidex.ca/,250-862-1651,contact@spidex.ca
Spirit Lodge at Silver Star,https://spiritlodgesilverstar.com/,250-545-1717,admin@spiritlodgesilverstar.com
Splash N Dash Car Wash,https://splashndasharmstrong.com/,250 938 1378,info@splashndasharmstrong.com
Splashdown Vernon,https://splashdown.ca/contact/,250-549-4121,info@splashdown.ca
Splatsin Development Corp/Quilakwa Investments Ltd,,,grahame.go@splatsindc.com
Splatsin Development Corporation,https://www.splatsindc.com/contact,(250) 838-0775,info@splatsindc.com
Splatsin Teaching Center,https://www.splatsin.org/contact,,tsm7aksaltnsociety@gmail.com
Sproing Solutions,https://sproing.ca,,hello@sproing.ca
SS Automotive Refinishing,https://binks.com/automotive-refinishing-equipment/,778-475-6167,sales@binks.com
St. Josephs Catholic Church,https://www.rcdk.org/,250 546 8215,info@rcdk.org
Stag's Head Liquor Store,https://www.giantsheadbrewing.ca/,778 442 4564,giantsheadbrewing.sales@gmail.com
Standeven Logistics,https://www.standevenlogistics.com/,250 307 2188,info@standevenlogistics.com
Steelback Trailers Mfg Ltd,,(250) 826-1488,steelbacktrailers@gmail.com
Sterling Appraisals,https://sterlingappraisals.ca/,(250) 309-8111,info@sterlingappraisals.ca
Stone Waters Travel,https://stonewaterstravel.com/,236-970-5668,info@stonewaterstravel.com
Stonehaus Realty,https://stonehausrealty.ca/,(250) 938-0132,reception@stonehausrealty.ca
Studio 309,https://www.studiothreezeronine.com/,250 938 5063,info@studiothreezeronine.com
Sun City Physiotherapy,https://suncityphysiotherapy.com/,250-766-2544,reception_gm@suncityphysiotherapy.com
Sundance Martial Arts Ltd,https://sundancemartialarts.com/,(250) 306-2285,info@sundancemartialarts.com
Sunfire Systems,https://sunfiresystems.ca/,1-250-550-0133,info@sunfiresystems.ca
Sunridge Veterinary Clinic,https://www.sunridgevet.ca/,(250) 545-8011,info@sunridgevet.ca
Sunshine Autographics & Signs Inc,https://sunshinegraphics.ca/contact-us/,250-549-3200,info@sunshinegraphics.ca
Sunward Solar,https://www.sunwardsolar.ca/,(604) 614-7130,info@sunwardsolar.ca
Super Save,https://supersave.ca/,+1-250-545-4505,sales@supersave.ca
Sutherland's,,(250) 838-7234,gregmccune@telus.net
Svice Online Marketing,https://www.svice.ca/,(250) 896-2092,info@svice.ca
Swanson Mountain Fitness,https://swanmountfit.com/,250 306 6568,swansonmountainfitness@gmail.com
Sweet Iron Café Ltd,https://foodeist.com/,,contact@foodeist.com
Sweets Bridge Farm,https://www.sweetsbridgefarm.com/,(250) 379-2450,sweetsbridgefarm@gmail.com
Synergist Media,https://www.synergistmedia.com/,778 475 6000,sales@synergistmedia.com
SysGen Solutions Group,https://sysgen.ca/contact/,(403) 608-6250,info@sysgen.ca
T-Bones Fresh Meal Market,https://mytbones.com/,250.763.5966,tbones3kelly@gmail.com
"Taves, Dr. Ken  Inc",https://tavesdentalvernon.com/,(250) 550-1120,reception@tavesdental.ca
TBC (Turtle Bay Crossing) Liquour Merchants,https://tbcliquor.com/,+1-778-480-6646,tbc@liquormerchantsgroup.com
Telus Custom Security Systems,https://www.alarm.com/contact,250 545 4100,info@alarm.com
TGC Consulting Ltd,https://tgcconsulting.com/contact-us/,(250) 766-4110,admin@tgcconsulting.com
The Boarding House Café,https://boardinghousecafe.ca/,250-545-0117,theboardinghousecafe@gmail.com
The Boutique,https://polishedmercantile.com/,2505402649,nfo@polishedmercantile.com
The Bridge Educational Society,https://bridgeeducational.org/contact-us/,(250) 547-9212,info@bridgeeducational.org
The Clove,https://theclovearmstrong.ca/,,theclovearmstrong@gmail.com
The Collar Club Pet Daycare,https://collarclubvernon.ca/,250-241-5833,collarclubvernon@gmail.com
The Fancy Induced Burger & The Go Grill,https://www.tfib.ca/,(877) 596-0804,info@tfib.ca
The Frayed Page,https://www.thefrayedpage.ca/,(250) 540-5073,info@thefrayedpage.ca
The Good Food Box Society of the North Okanagan,https://goodfoodbox.ca/,,orders@goodfoodbox.ca
The Greenway Roofing Company,https://www.mooreroofing.ca/,250-309-0874,mooreroofingwithsteve@gmail.com
The Interface Financial Group,https://www.interfacefinancial.com/,250-550-3964,info@interfacefinancial.com
The Landing At Wood Lake,https://www.rightsizingmedia.com/contact/,250-826-3623,info@rightsizingmedia.com
The Lighthouse Medical Clinic,https://thelighthousemedicalclinic.com/contact/,(250) 545-2552,contact@example.com
The Med Restaurant,https://www.themedvernon.com/,(250) 558-4646,info@themedvernon.com
The Nest,https://thehealthnest.ca/,604-250-8541,info@thehealthnest.ca
The Phoenix Steakhouse,https://phoenixsteakhouseandbar.com/,(250) 260-1189,thephoenixsteakhouse@gmail.com
The Roster Sports Club Bar & Grill,https://www.rostersvernon.com/,(250) 549-0444,info@rostersvernon.com
The Royal Canadian Legion Branch 25,https://vernonlegion.com/,(250) 558-8318,contact@vernonlegion.com
"The Rusty Spur Farm, Feed & Pet",https://rustyspur.ca/,(250) 547-9506,sales@rustyspur.ca
The Salty Caramel Kitchen,https://www.saltycaramelkitchen.com/,+1-250-766-2712,saltycaramelkitchen@gmail.com
The Sign Post Guy,https://www.thesignpostguy.com/,250-808-0730,signpostguy@gmail.com
The Small Axe,,(778) 443-2010,smallaxeroadhouse@gmail.com
The Starting Block,https://startingblock.ca/,(250) 541-9232,info@startingblock.ca
The Village of Lumby,https://lumby.ca/contact-mayor-council/,1-250-547-2171,info@lumby.ca
Three Lakes Medical Clinic,https://www.threelakesmedicalclinic.com/,(250) 542-1353,admin@threelakesmedical.com
Tidal Elements Healing Arts Studio,https://tidalelements.ca/contact/,(250) 306-9283,reception.tidalelements@gmail.com
Tiki Village Inn,https://www.tikivillagevernon.com/,(250) 503-5566,info@tikivillagevernon.com
Tirecraft Armstrong,https://tirecraft.com/contact/,250 546 9491,djohnson@grtouchette.com
To The Hedge Landscape Services,https://tothehedge.ca/,778-835-8929,info@tothehedge.ca
Tom Harris Cellular Ltd,https://www.shopping-canada.com/contact,(250) 545-8848,contact@shopping-canada.com
Tommy's Windows & Doors,https://newtownwindows.ca/,778-475-3772,sales@newtownwindows.ca
Tony's Craft Cider Company,https://www.tonyscraftcidery.com/,778-790-0833,tonyscraftcidery@gmail.com
Tony's Tire Service (Kal Tire),https://www.kaltire.com/en/contact-us.html,(250) 838-7226,taiya_smith@kaltire.com
Torchcraft Roofing,https://torchcraftroofing.ca/,778-475-5606,torchcraftroofing@gmail.com
Trinity Valley Long Range,https://www.trinitylongrange.com/contact/,(250) 547 9402,trinitylongrange@gmail.com
True Fit Welding & Fabricating,https://www.royalwelding.com/,250 546 3159,info@royalwelding.com
TruFinity Plumbing Heating & Cooling,https://www.trufinity.ca/contact,(778) 721-8375,service@trufinity.ca
Turner Exteriors,https://www.streamlineexteriors.ca/,250-309-7632,sales@streamlineexteriors.ca
Turtle Bay Marina Boat Rentals,https://turtlebaymarina.com/,250-766-3120,reservations@turtlebaymarina.com
Turtle Bay Physiotherapy Inc,https://turtlebayphysio.ca/,250-766-0360,info@turtlebayphysio.ca
Turtle Bay Pub,https://turtlebaypub.com/,2507664534,info@turtlebaypub.com
Tutor Tech Computers,https://tutortech.ca/,1-250-547-0042,info@tutortech.ca
Twin Creeks Motel,https://www.twincreeks-motel.com/,1-250-547-9221,twincreeks.reservations@gmail.com
Two Donkeys Bakery,https://www.twodonkeysbakery.ca/,236-509-7025,info@twodonkeysbakery.ca
UBC Okanagan,https://okanagan.housing.ubc.ca/contact-us/,(250) 545-3390,derek.gratz@ubc.ca
UBR Services Printing & Copies,https://www.ubrservices.ca/,250-766-1098,info@ubrservices.ca
Uprooted Kitchen & Catering Co,https://uprootedkitchen.ca/,(778) 214-3289,info@uprootedkitchen.ca
Ursus Heritage Consulting Ltd,https://www.ursus-heritage.ca/contact-us,(250) 938-4662,fraser@ursus-heritage.ca
Valley Canine,https://www.valleycanine.net/contact-valley-canine-training/,1-250-540-0094,valleycanine@hotmail.com
Valley First,https://www.kelownahomes.ca/contact,2505415601,info@kelownahomes.ca
Vance Creek Hotel & Conference Centre,https://www.vancecreekhotel.com/contact,250-549-5191,info@skisilverstar.com
Vanna King - Sunlite Mortgage,,(250) 574-9969,vanna.king@sunlitemortgage.ca
VantageOne Credit Union Commercial Centre,https://www.vantageone.net/about/contact-us/,(250) 545-9251,info@vantageone.net
"Vernon Air Conditioning, Plumbing & Electrical Services",https://vernonairconditioning.com/about-us/,(778) 403-7886,info@vernonairconditioning.com
Vernon Beauty Bar Ltd,https://thebeautybarvernon.com/,236-426-3666,thebeautybarvernon@gmail.com
Vernon Catering and Hospitality,https://vernoncatering.ca/menus/,(250) 306-2181,info@vernoncatering.ca
Vernon Christian School,https://www.vcs.ca/contact-vcs/,(250) 545-7375,info@vcs.ca
Vernon Dental Centre,https://www.vernondentalcentre.com/,(250) 542-1179,reception@vernondentalcentre.com
Vernon Dental Excellence,https://vernondentalexcellence.ca/,,vernondentalexcellence@gmail.com
Vernon Denture Clinic,https://vernondentureclinic.com/,(250) 542-9117,admin@vernondentureclinic.com
Vernon Family Dental,https://www.vernonfamilydental.ca/,2505423023,info@vernonfamilydental.ca
Vernon Farmers' Market,https://vernonfarmersmarket.ca/,(250) 351-5188,vfm.vernonfarmersmarket@gmail.com
Vernon Flower Shop,https://www.vernonflowershop.net/,(250) 545-2181,vernonflowers.bc@gmail.com
Vernon Hyundai,https://www.vernonhyundai.com/contact/,1 (855) 887-6873,reception@vernonhyundai.com
Vernon Jubilee Hospital Foundation,https://www.vjhfoundation.org/,(250) 558-1362,info@vjhfoundation.org
Vernon Neighbourhood Welcome,https://neighbourhoodwelcome.org/contact-us,(250) 309-4487,accounting@neighbourhoodwelcome.org
Vernon Optometry,https://vernonoptometry.ca/,(250) 542-4217,reception@vernonoptometry.ca
Vernon Pickleball Association,https://www.vernonpickleball.ca/,(250) 549-0378,vernonpickleball@gmail.com
Vernon Spider Control,https://vernonspidercontrol.ca/,250.938.2991,vernonspidercontrol@gmail.com
Vernon Towing,https://vernontowing.ca/contact/,250-545-2311,admin@vernontowing.ca
Vernon Voltage and Gas Fitting Ltd,https://vernonvoltage.ca/,(250) 351-9879,info@vernonvoltage.ca
Vernon Websites,https://vernonwebsites.com/contact-us/,(250) 308-7545,mike@vernonwebsites.com
Vike Bikes,https://www.vikebikes.com/,(778) 392-5655,kylanvike@gmail.com
Village Green Shopping Centre,https://villagegreencentre.com/,(250) 545-3204,vgmmarketing@bgo.com
Vintage Chic Weddings & Events,https://www.vintagechicweddings.ca/,250 503 8539,vintagechicweddings.events@gmail.com
Vinterra Wellness,https://www.vinterrawellness.ca/,(587) 742-8627,info@vinterrawellness.ca
Vision Garage Doors,https://visiondoors.ca/contact/,250-309-7133,info@visiondoors.ca
Voyager RV Centre Ltd,https://www.voyagerrv.ca/,1-800-668-1447,sales@voyagerrv.ca
Vuuren Construction LTD,,1-250-306-1185,amos@73logistics.com
Wales Equine Veterinary Services Ltd,https://www.walesequine.com/contact,250-258-2299,office@walesequine.com
Wangler Mobile Mechanic Services Ltd.,https://www.clickmechanic.com/,250-503-8090,support@clickmechanic.com
Wayside Press Ltd,https://www.waysideco.ca/contact/,(250) 545-2341,sales@waysideco.ca
Wells Gray Tours Ltd,https://www.wellsgraytours.com/contact-us/,(250) 545-9197,info@wellsgraytours.com
Westridge Quarries Ltd,https://westridgerock.com/,250 546 8800,info@westridgerock.com
Westwood Cabinetry,https://westwoodcabinetry.com/,(250) 212-1181,info@westwoodcabinetry.com
Whib's Gym Inc,https://www.whibsgym.com/,250-838-6555,info@whibsgym.com
White House Mortgages - Deb White,https://debwhite.ca/,(250) 545-2202,deb@debwhite.ca
White Line Professional Driving School Inc,https://okdriving.ca/,250-351-9300,info@okdriving.ca
White Valley Veterinary Services,https://www.whitevalleyvet.ca/,1-250-547-9700,info@whitevalleyvet.ca
Whitevalley Community Resource Centre,https://www.whitevalley.ca/contact-us,1-250-547-8866,info@whitevalley.ca
Wholesale Grafix Distribution & Signage Ltd,https://www.wholesalegrafix.com/,(250) 260-3100,info@wholesalegrafix.com
Wild Antho,https://www.wildantho.com/contact,250 309 5408,hello@wildantho.com
Wild Dahlia Salon,https://www.wilddahliasalon.com/,778-475-9279,wilddahliasalon@gmail.com
Wild Goose Technologies Ltd,,,kgoose789@gmail.com
Wild Realty,https://timjones.agent.cbignite.ca/,(250) 307-8455,ace@wildrealty.ca
Willow Clinic,https://willowclinic.ca/contact/,,contact@willowclinic.ca
Wood Lake RV Park and Marina,https://woodlakerv.com/,250-766-1881,info@woodlakerv.com
Wood Mountain Naturals Pet Products,https://woodmountainnaturals.com/,7785947387,info@woodmountainnaturals.com
Woodstyle Homes Ltd,https://www.woodstyle.ca/,(250) 558-9765,woodstyle@telus.net
World Trade Centre Okanagan,https://www.wtcokanagan.com/,(778) 996-9228,info@wtcokanagan.com
Worx Services,https://worxservices.ca/,(604) 764-9548,info@worxservices.ca
Xced Plumbing Heating A/C,,236-599-5777,info@xcedplumbing.com
Xcel Advisory Group,https://bebee.com/au,250-869-2419,support@bebee.com
Yankee Flats Meats,https://yfmeats.ca/,(236) 873-6328,yfmeats@gmail.com
Yenin.art Studio,https://yenin.art/,(250) 241-8841,nick-manager@yenin.art
Zakreet Barbershop,https://www.fresha.com/help-center,250-463-3105,zakreet.barbershop@gmail.com
Zelaney Farms,https://www.zelaneyfarms.com/,(250) 549-2436,info@zelaneyfarms.ca
1&2 Electric,,1-250-545-3254,
104 Grey Clothing & Accessories,,778-475-5705,
1602 Custom Designs,https://www.1602customdesigns.com/,250 306 8727,
1609 Restaurant,,250-549-5100,
1St Armstrong Scouts,,250 546 9724,
21st Century Alignment,https://www.hrotoday.com/contact-us/,236-426-4008,
24/7 Plumbing & Heating,,250-542-0445,
27Supperclub Ltd,https://www.27supperclub.ca/contact,250 241 3736,
30 Minute Hit,https://www.30minutehit.com/,250-275-4808,
30th Avenue Pawn,https://vernon.canadianorglist.com/,(250) 545-7177,
4 Paws Market,https://www.4pawsmarket.ca/,778-480-2273,
6-4 Building Maintenance Ltd,,250-307-1145,
97.9 Valley FM,https://valleyfm.ca/,(250) 307-1505,
A & T Finishing Carpentry,,250-306-4881,
A & W,,250-275-6706,
A Better U Massage Therapy,http://abetterumassage.ca/,250-540-1545,
A Legacy Of Designs Ltd,https://www.legacyofdesigns.com/contact,250-558-8889,
A Perfect Ten Hair & Nail Salon,,250-542-5266,
A+ Gutter & Window Cleaning,https://windowcleanervernon.ca/,250-550-6978,
A-MJ Heat and Cool Ltd,,778-870-7766,
A. Willock Information Systems,,(250) 503-1540,
A24 Fitness,https://www.a24fitness.com/contact,778 442 2688,
AA Drum School,,(250) 308-7999,
Aa1 Classic Mini Storage,https://armstrong.canadacompanies.net/,250 546 6060,
AAA Brian's Towing Ltd.,https://www.brianstowingltd.com/,778-475-8962,
Aaron Parker,https://aaronparker.ca/,2363333751,
Abbeyfield House Of Armstrong Spallumcheen Society,https://abbeyfield.ca/contact/,250 546 0223,
Abbott Claire C,https://ancestors.familysearch.org/en/contact,250-308-2458,
Abby Dental Care,https://abbydental.ca/contact/,(250) 542-1404,
Aberdeen Plumbing & Heating,https://websites.ca/contact-us/,(250) 260-1030,
Above & Beyond Painting & Repairs,,250-938-1244,
Above and Beyond Commercial Cleaning Services,https://aboveandbeyondcleaning.ca/,250-307-7985,
